,id,date,store_nbr,item_nbr,unit_sales,onpromotion,class,outlier_flag,holiday_flag,expanding_mean,lag_7,lag_30,rolling_std_7,lag_1,lag_2,lag_12,rolling_mean_7,dcoilwtico
702,18692773,2014-02-09,27,1158720,20.0,0.0,1040,0,0,41.95989483818239,38.0,62.0,35.11342166397857,10.0,7.0,14.0,28.571428571428573,99.98
704,18693958,2014-02-09,28,1158720,76.0,0.0,1040,0,0,42.05743095612456,12.0,2.0,38.2697194733827,20.0,10.0,34.0,37.71428571428572,99.98
706,18694788,2014-02-09,30,1158720,18.0,0.0,1040,0,0,41.988695439107055,107.0,8.0,23.252240035459927,76.0,20.0,7.0,25.0,99.98
708,18696538,2014-02-09,32,1158720,41.0,0.0,1040,0,0,41.98587864298425,23.0,1.0,23.978164670223613,18.0,76.0,3.0,27.571428571428573,99.98
710,18698433,2014-02-09,34,1158720,109.0,0.0,1040,0,0,42.17625966956668,21.0,6.0,38.580774881748674,41.0,18.0,10.0,40.142857142857146,99.98
712,18699109,2014-02-09,35,1158720,48.0,0.0,1040,0,0,42.19275751752824,7.0,29.0,35.71647612330541,109.0,41.0,6.0,46.0,99.98
714,18700087,2014-02-09,36,1158720,41.0,0.0,1040,0,0,42.18938814600981,10.0,14.0,32.26379365406926,48.0,109.0,21.0,50.42857142857143,99.98
717,18740962,2014-02-10,24,1158720,3.0,0.0,1040,0,0,42.07899550334498,20.0,30.0,35.42127421009366,41.0,48.0,20.0,48.0,100.12
719,18742679,2014-02-10,26,1158720,2.0,0.0,1040,0,0,41.96641405530188,76.0,95.0,36.69176630097949,3.0,41.0,16.0,37.42857142857143,100.12
721,18743707,2014-02-10,27,1158720,11.0,0.0,1040,0,0,41.87967339968479,18.0,103.0,37.39811556240537,2.0,3.0,54.0,36.42857142857143,100.12
723,18744696,2014-02-10,28,1158720,223.0,0.0,1040,0,0,42.38559609968567,41.0,50.0,80.04968695099538,11.0,2.0,31.0,62.42857142857143,100.12
724,18745447,2014-02-10,30,1158720,23.0,0.0,1040,0,0,42.33159722475619,109.0,7.0,78.29097132157814,223.0,11.0,29.0,50.142857142857146,100.12
726,18747006,2014-02-10,32,1158720,13.0,0.0,1040,0,0,42.250120565798525,48.0,6.0,79.5580051941737,23.0,223.0,2.0,45.142857142857146,100.12
728,18748809,2014-02-10,34,1158720,104.0,0.0,1040,0,0,42.421172863400194,41.0,17.0,82.51955035309008,13.0,23.0,9.0,54.142857142857146,100.12
730,18749434,2014-02-10,35,1158720,62.0,0.0,1040,0,0,42.47525802123611,3.0,10.0,79.37853854129818,104.0,13.0,19.0,62.57142857142857,100.12
732,18750329,2014-02-10,36,1158720,21.0,0.0,1040,0,0,42.41609753081948,2.0,7.0,77.25868729084608,62.0,104.0,12.0,65.28571428571429,100.12
735,18790083,2014-02-11,24,1158720,11.0,0.0,1040,0,0,42.32978957056997,11.0,70.0,77.25868729084608,21.0,62.0,55.0,65.28571428571429,99.96
737,18791811,2014-02-11,26,1158720,1.0,0.0,1040,0,0,42.21655727037663,223.0,55.0,36.58714320111683,11.0,21.0,18.0,33.57142857142857,99.96
739,18792807,2014-02-11,27,1158720,2.0,0.0,1040,0,0,42.106675966359205,23.0,31.0,38.41378720744714,1.0,11.0,28.0,30.571428571428573,99.96
741,18793806,2014-02-11,28,1158720,174.0,0.0,1040,0,0,42.46605832067431,13.0,8.0,65.08163371965264,2.0,1.0,148.0,53.57142857142857,99.96
742,18794561,2014-02-11,30,1158720,39.0,0.0,1040,0,0,42.45663968393335,104.0,2.0,61.20924299949648,174.0,2.0,56.0,44.285714285714285,99.96
744,18796143,2014-02-11,32,1158720,10.0,0.0,1040,0,0,42.36868131080615,62.0,6.0,61.853128650129776,39.0,174.0,22.0,36.85714285714285,99.96
746,18797886,2014-02-11,34,1158720,50.0,0.0,1040,0,0,42.38930649645263,21.0,250.0,61.58463011715381,10.0,39.0,2.0,41.0,99.96
748,18798459,2014-02-11,35,1158720,14.0,0.0,1040,0,0,42.31278545468321,11.0,38.0,61.35105851533747,50.0,10.0,6.0,41.42857142857143,99.96
750,18799396,2014-02-11,36,1158720,59.0,0.0,1040,0,0,42.35764355829965,1.0,12.0,58.84645071628996,14.0,50.0,13.0,49.71428571428572,99.96
753,18839139,2014-02-12,24,1158720,7.0,0.0,1040,0,0,42.26285094822378,2.0,107.0,58.19752899352653,59.0,14.0,8.0,50.42857142857143,100.38
754,18840798,2014-02-12,26,1158720,2.0,0.0,1040,0,0,42.15519626654404,174.0,23.0,22.9886100161835,7.0,59.0,82.0,25.857142857142858,100.38
756,18841854,2014-02-12,27,1158720,5.0,0.0,1040,0,0,42.056115743166586,39.0,21.0,23.338094752285347,2.0,7.0,28.0,21.0,100.38
758,18842793,2014-02-12,28,1158720,18.0,0.0,1040,0,0,41.99213671193476,10.0,7.0,22.901445161303087,5.0,2.0,18.0,22.142857142857142,100.38
760,18843451,2014-02-12,30,1158720,18.0,0.0,1040,0,0,41.9284970920092,50.0,10.0,19.32922780710678,18.0,5.0,39.0,17.571428571428573,100.38
762,18844936,2014-02-12,32,1158720,25.0,0.0,1040,0,0,41.88371270816791,14.0,20.0,19.437322958923797,18.0,18.0,69.0,19.142857142857142,100.38
764,18846699,2014-02-12,34,1158720,41.0,0.0,1040,0,0,41.881381012368,59.0,76.0,13.599719885069817,25.0,18.0,80.0,16.571428571428573,100.38
765,18847286,2014-02-12,35,1158720,60.0,0.0,1040,0,0,41.92906158865124,7.0,18.0,20.424075429327008,41.0,25.0,11.0,24.142857142857142,100.38
767,18848166,2014-02-12,36,1158720,43.0,0.0,1040,0,0,41.93187245062328,2.0,41.0,18.832595855766897,60.0,41.0,7.0,30.0,100.38
770,18887598,2014-02-13,24,1158720,6.0,0.0,1040,0,0,41.83780995729704,5.0,109.0,18.61387091596405,43.0,60.0,2.0,30.142857142857142,100.27
772,18889310,2014-02-13,26,1158720,9.0,0.0,1040,0,0,41.75207155009783,18.0,48.0,19.861424683948844,6.0,43.0,17.0,28.857142857142858,100.27
774,18890295,2014-02-13,27,1158720,6.0,0.0,1040,0,0,41.65896719710279,18.0,41.0,21.41205712854728,9.0,6.0,276.04340368747046,27.142857142857142,100.27
776,18891313,2014-02-13,28,1158720,15.0,0.0,1040,0,0,41.58972312646096,25.0,3.0,21.90672869017061,6.0,9.0,72.0,25.714285714285715,100.27
778,18892078,2014-02-13,30,1158720,19.0,0.0,1040,0,0,41.531200527687744,41.0,2.0,20.903405965353187,15.0,6.0,10.0,22.571428571428573,100.27
780,18893628,2014-02-13,32,1158720,25.0,0.0,1040,0,0,41.48848424725445,60.0,11.0,13.239551136110954,19.0,15.0,191.0,17.571428571428573,100.27
782,18895391,2014-02-13,34,1158720,17.0,0.0,1040,0,0,41.42536959713266,43.0,223.0,7.174690967294219,25.0,19.0,52.0,13.857142857142858,100.27
783,18896022,2014-02-13,35,1158720,69.0,0.0,1040,0,0,41.49625553647165,6.0,23.0,21.294980405630167,17.0,25.0,59.0,22.857142857142858,100.27
785,18896926,2014-02-13,36,1158720,25.0,0.0,1040,0,0,41.453957445352486,9.0,13.0,20.39957982760525,69.0,17.0,14.0,25.142857142857142,100.27
788,18935761,2014-02-14,24,1158720,3.0,0.0,1040,0,0,41.355609728100944,6.0,104.0,20.8942917700364,25.0,69.0,15.0,24.714285714285715,100.31
790,18938583,2014-02-14,27,1158720,3.0,0.0,1040,0,0,41.25776378491702,15.0,62.0,22.271057451319688,3.0,25.0,7.0,23.0,100.31
792,18939533,2014-02-14,28,1158720,13.0,0.0,1040,0,0,41.18586107808517,19.0,21.0,22.56419413900792,3.0,3.0,77.0,22.142857142857142,100.31
794,18940228,2014-02-14,30,1158720,10.0,0.0,1040,0,0,41.1067091464149,25.0,11.0,22.95648056649761,13.0,3.0,7.0,20.0,100.31
795,18941785,2014-02-14,32,1158720,22.0,0.0,1040,0,0,41.05833773085436,17.0,1.0,22.925344677265183,10.0,13.0,17.0,20.714285714285715,100.31
797,18943516,2014-02-14,34,1158720,76.0,0.0,1040,0,0,41.146574251736034,69.0,2.0,25.401537261317035,22.0,10.0,90.0,21.714285714285715,100.31
799,18944158,2014-02-14,35,1158720,61.0,0.0,1040,0,0,41.19658288082486,25.0,174.0,29.49253335692792,76.0,22.0,50.0,26.857142857142858,100.31
801,18944991,2014-02-14,36,1158720,17.0,0.0,1040,0,0,41.13578744645093,3.0,39.0,28.044182827748298,61.0,76.0,42.0,28.857142857142858,100.31
804,18985842,2014-02-15,24,1158720,5.0,0.0,1040,0,0,41.04522156312649,3.0,10.0,27.74544149602788,17.0,61.0,1.0,29.142857142857142,100.31
806,18987975,2014-02-15,26,1158720,5.0,0.0,1040,0,0,40.95510850921868,13.0,50.0,28.67054237366259,5.0,17.0,13.0,28.0,100.31
808,18989122,2014-02-15,27,1158720,5.0,0.0,1040,0,0,40.86544489697624,10.0,14.0,29.25015262475413,5.0,5.0,3.0,27.285714285714285,100.31
810,18990281,2014-02-15,28,1158720,131.0,0.0,1040,0,0,41.08966020817779,22.0,59.0,48.58816238354261,5.0,5.0,11.0,42.85714285714285,100.31
812,18991145,2014-02-15,30,1158720,129.0,0.0,1040,0,0,41.30780000915006,76.0,7.0,57.858612562167686,131.0,5.0,91.0,50.42857142857143,100.31
814,18992947,2014-02-15,32,1158720,11.0,0.0,1040,0,0,41.23278070219671,61.0,2.0,59.40177967511924,129.0,131.0,9.0,43.285714285714285,100.31
816,18994886,2014-02-15,34,1158720,108.0,0.0,1040,0,0,41.39763803379623,17.0,5.0,62.56387212471808,11.0,129.0,21.0,56.285714285714285,100.31
818,18995621,2014-02-15,35,1158720,64.0,0.0,1040,0,0,41.45330887607752,5.0,18.0,58.334421758553,108.0,11.0,64.0,64.71428571428571,100.31
820,18996635,2014-02-15,36,1158720,39.0,0.0,1040,0,0,41.44728109014121,5.0,18.0,53.77067708598892,64.0,108.0,25.0,69.57142857142857,100.31
822,19014848,2014-02-15,51,1158720,3.0,0.0,1040,0,0,41.35304755805753,5.0,25.0,54.174761299933216,39.0,64.0,62.0,69.28571428571429,100.31
824,19038336,2014-02-16,24,1158720,10.0,0.0,1040,0,0,41.27638974006717,131.0,41.0,50.37194986630271,3.0,39.0,2.0,52.0,100.31
826,19040327,2014-02-16,26,1158720,10.0,0.0,1040,0,0,41.20010586265237,129.0,60.0,38.80721582386426,10.0,3.0,8.0,35.0,100.31
828,19041495,2014-02-16,27,1158720,2.0,0.0,1040,0,0,41.10472847612524,11.0,43.0,39.869429749764535,10.0,10.0,1.0,33.714285714285715,100.31
830,19042704,2014-02-16,28,1158720,69.0,0.0,1040,0,0,41.17243544584338,108.0,6.0,29.002462949598577,2.0,10.0,6.0,28.142857142857142,100.31
832,19043521,2014-02-16,30,1158720,22.0,0.0,1040,0,0,41.12601308398904,64.0,9.0,24.313429563573266,69.0,2.0,29.0,22.142857142857142,100.31
834,19045329,2014-02-16,32,1158720,23.0,0.0,1040,0,0,41.08223044368955,39.0,6.0,23.190720640150555,22.0,69.0,14.0,19.857142857142858,100.31
836,19047195,2014-02-16,34,1158720,89.0,0.0,1040,0,0,41.19769494864451,3.0,15.0,33.333809520407925,23.0,22.0,30.0,32.142857142857146,100.31
838,19047891,2014-02-16,35,1158720,35.0,0.0,1040,0,0,41.1827966434795,10.0,19.0,31.87326092361343,89.0,23.0,95.0,35.714285714285715,100.31
840,19048898,2014-02-16,36,1158720,32.0,0.0,1040,0,0,41.1607755484112,10.0,25.0,29.94121224125989,35.0,89.0,103.0,38.85714285714285,100.31
843,19089763,2014-02-17,24,1158720,8.0,0.0,1040,0,0,41.08144354949156,2.0,17.0,28.77333421598447,32.0,35.0,50.0,39.71428571428572,100.31
845,19091518,2014-02-17,26,1158720,3.0,0.0,1040,0,0,40.99055704937344,69.0,69.0,28.38846177419169,8.0,32.0,7.0,30.285714285714285,100.31
847,19092515,2014-02-17,27,1158720,16.0,0.0,1040,0,0,40.93105572306541,22.0,25.0,28.76836887310486,3.0,8.0,6.0,29.428571428571427,100.31
849,19093498,2014-02-17,28,1158720,49.0,0.0,1040,0,0,40.950221861490434,23.0,3.0,29.469920096195903,16.0,3.0,17.0,33.142857142857146,100.31
851,19094250,2014-02-17,30,1158720,122.0,0.0,1040,0,0,41.14228294712671,89.0,3.0,40.47809519327918,49.0,16.0,10.0,37.85714285714285,100.31
853,19095851,2014-02-17,32,1158720,22.0,0.0,1040,0,0,41.09702932313823,35.0,13.0,40.92676385936201,122.0,49.0,7.0,36.0,100.31
855,19097622,2014-02-17,34,1158720,74.0,0.0,1040,0,0,41.17463066907423,32.0,10.0,43.255057507764114,22.0,122.0,70.0,42.0,100.31
857,19098272,2014-02-17,35,1158720,69.0,0.0,1040,0,0,41.24010212632346,8.0,22.0,41.36711369237738,74.0,22.0,55.0,50.71428571428572,100.31
859,19099168,2014-02-17,36,1158720,63.0,0.0,1040,0,0,41.29118169879688,3.0,76.0,35.65442602592385,69.0,74.0,31.0,59.285714285714285,100.31
861,19116188,2014-02-17,51,1158720,1.0,0.0,1040,0,0,41.19682295945544,16.0,61.0,38.98473449710161,63.0,69.0,8.0,57.142857142857146,100.31
863,19138566,2014-02-18,24,1158720,11.0,0.0,1040,0,0,41.12626963478381,49.0,17.0,42.76959311518027,1.0,63.0,2.0,51.71428571428572,102.54
864,19140211,2014-02-18,26,1158720,3.0,0.0,1040,0,0,41.03739721139271,122.0,5.0,32.62266229537491,11.0,1.0,6.0,34.714285714285715,102.54
866,19142196,2014-02-18,28,1158720,15.0,0.0,1040,0,0,40.97684512485458,22.0,5.0,33.17988489890738,3.0,11.0,250.0,33.714285714285715,102.54
868,19142946,2014-02-18,30,1158720,13.0,0.0,1040,0,0,40.91193365124703,74.0,5.0,28.518999514942905,15.0,3.0,38.0,25.0,102.54
870,19144567,2014-02-18,32,1158720,8.0,0.0,1040,0,0,40.83574861964693,69.0,131.0,21.21881465205056,13.0,15.0,12.0,16.285714285714285,102.54
872,19146391,2014-02-18,34,1158720,63.0,0.0,1040,0,0,40.88693626717661,63.0,129.0,21.21881465205056,8.0,13.0,107.0,16.285714285714285,102.54
874,19147016,2014-02-18,35,1158720,13.0,0.0,1040,0,0,40.82268065365777,1.0,11.0,20.240223977679864,63.0,8.0,23.0,18.0,102.54
876,19147972,2014-02-18,36,1158720,92.0,0.0,1040,0,0,40.94032966364936,11.0,108.0,34.02869937203538,13.0,63.0,21.0,29.571428571428573,102.54
878,19164701,2014-02-18,51,1158720,1.0,0.0,1040,0,0,40.84872340295292,3.0,64.0,34.29632772233896,92.0,13.0,7.0,29.285714285714285,102.54
880,19186935,2014-02-19,24,1158720,8.0,0.0,1040,0,0,40.77355469951367,15.0,39.0,34.87938400504529,1.0,92.0,10.0,28.285714285714285,103.46
882,19188646,2014-02-19,26,1158720,6.0,0.0,1040,0,0,40.69416302211752,13.0,3.0,35.48574495819519,8.0,1.0,20.0,27.285714285714285,103.46
884,19189637,2014-02-19,27,1158720,3.0,0.0,1040,0,0,40.60829932502841,8.0,10.0,35.985446793841,6.0,8.0,76.0,26.571428571428573,103.46
886,19190635,2014-02-19,28,1158720,153.0,0.0,1040,0,0,40.863735008380615,63.0,10.0,59.53950269318985,3.0,6.0,18.0,39.42857142857143,103.46
887,19191363,2014-02-19,30,1158720,23.0,0.0,1040,0,0,40.82322767276071,13.0,2.0,58.91640567060111,153.0,3.0,41.0,40.85714285714285,103.46
889,19192876,2014-02-19,32,1158720,9.0,0.0,1040,0,0,40.7512294201074,92.0,69.0,55.13921774321173,23.0,153.0,109.0,29.0,103.46
891,19194607,2014-02-19,34,1158720,54.0,0.0,1040,0,0,40.78113635143899,1.0,22.0,54.28583959885268,9.0,23.0,48.0,36.57142857142857,103.46
893,19195228,2014-02-19,35,1158720,44.0,0.0,1040,0,0,40.78838604434115,8.0,23.0,52.81323787875608,54.0,9.0,41.0,41.71428571428572,103.46
895,19196090,2014-02-19,36,1158720,39.0,0.0,1040,0,0,40.78436719929769,6.0,89.0,50.51685244502435,44.0,54.0,3.0,46.42857142857143,103.46
897,19212972,2014-02-19,51,1158720,1.0,0.0,1040,0,0,40.6951645822589,3.0,35.0,50.80822955463192,39.0,44.0,2.0,46.142857142857146,103.46
899,19234952,2014-02-20,24,1158720,9.0,0.0,1040,0,0,40.62425817379748,153.0,32.0,20.36219653227589,1.0,39.0,11.0,25.571428571428573,103.2
901,19236678,2014-02-20,26,1158720,3.0,0.0,1040,0,0,40.540275454659536,23.0,8.0,22.111190874865667,9.0,1.0,223.0,22.714285714285715,103.2
903,19237619,2014-02-20,27,1158720,7.0,0.0,1040,0,0,40.46557550932622,9.0,3.0,22.329779390290188,3.0,9.0,23.0,22.428571428571427,103.2
905,19238650,2014-02-20,28,1158720,14.0,0.0,1040,0,0,40.406763119305495,54.0,16.0,17.49965986063946,7.0,3.0,13.0,16.714285714285715,103.2
907,19239383,2014-02-20,30,1158720,4.0,0.0,1040,0,0,40.32603858910748,44.0,49.0,13.07669683062128,14.0,7.0,104.0,11.0,103.2
909,19240949,2014-02-20,32,1158720,12.0,0.0,1040,0,0,40.26337036214043,39.0,122.0,4.810702354421615,4.0,14.0,62.0,7.142857142857143,103.2
911,19242671,2014-02-20,34,1158720,46.0,0.0,1040,0,0,40.2760340037251,1.0,22.0,14.84202527573966,12.0,4.0,21.0,13.571428571428571,103.2
912,19243260,2014-02-20,35,1158720,20.0,0.0,1040,0,0,40.23137313587549,9.0,74.0,14.85966095876701,46.0,12.0,11.0,15.142857142857142,103.2
914,19244138,2014-02-20,36,1158720,54.0,0.0,1040,0,0,40.26163385425818,3.0,69.0,19.6456707941562,20.0,46.0,1.0,22.428571428571427,103.2
916,19282629,2014-02-21,24,1158720,8.0,0.0,1040,0,0,40.19088465720937,7.0,63.0,19.51800145897017,54.0,20.0,2.0,22.571428571428573,102.53
918,19284378,2014-02-21,26,1158720,12.0,0.0,1040,0,0,40.12919781988506,14.0,1.0,19.67836617298489,8.0,54.0,174.0,22.285714285714285,102.53
920,19285376,2014-02-21,27,1158720,8.0,0.0,1040,0,0,40.05904673294208,4.0,11.0,19.108711551092032,12.0,8.0,39.0,22.857142857142858,102.53
922,19286350,2014-02-21,28,1158720,7.0,0.0,1040,0,0,39.987022665985776,12.0,3.0,19.66747375260749,8.0,12.0,10.0,22.142857142857142,102.53
924,19286988,2014-02-21,30,1158720,117.0,0.0,1040,0,0,40.15444218192929,46.0,15.0,40.88485573621863,7.0,8.0,50.0,32.285714285714285,102.53
926,19288581,2014-02-21,32,1158720,30.0,0.0,1040,0,0,40.13241519238064,20.0,13.0,40.557425484179134,117.0,7.0,14.0,33.714285714285715,102.53
928,19290350,2014-02-21,34,1158720,81.0,0.0,1040,0,0,40.220873168154704,54.0,8.0,43.95018825464834,30.0,117.0,59.0,37.57142857142857,102.53
930,19290910,2014-02-21,35,1158720,67.0,0.0,1040,0,0,40.27871145504854,8.0,63.0,42.98061578587858,81.0,30.0,7.0,46.0,102.53
932,19291773,2014-02-21,36,1158720,33.0,0.0,1040,0,0,40.263024576912656,12.0,13.0,40.89417236396056,67.0,81.0,2.0,49.0,102.53
934,19308778,2014-02-21,51,1158720,7.0,0.0,1040,0,0,40.19149119072575,8.0,92.0,41.062669873534034,33.0,67.0,5.0,48.85714285714285,102.53
936,19332570,2014-02-22,24,1158720,4.0,0.0,1040,0,0,40.11382704653964,7.0,1.0,41.58468124545018,7.0,33.0,18.0,48.42857142857143,102.53
938,19334488,2014-02-22,26,1158720,10.0,0.0,1040,0,0,40.04934347684684,117.0,8.0,30.31736890204753,4.0,7.0,18.0,33.142857142857146,102.53
940,19335576,2014-02-22,27,1158720,10.0,0.0,1040,0,0,39.98513547796468,30.0,6.0,31.57907685854792,10.0,4.0,25.0,30.285714285714285,102.53
942,19336658,2014-02-22,28,1158720,13.0,0.0,1040,0,0,39.92759787566625,81.0,3.0,22.54519270899442,10.0,10.0,41.0,20.571428571428573,102.53
944,19337446,2014-02-22,30,1158720,26.0,0.0,1040,0,0,39.897964688696746,67.0,153.0,10.672617387723715,13.0,10.0,60.0,14.714285714285714,102.53
945,19339165,2014-02-22,32,1158720,10.0,0.0,1040,0,0,39.8344870566613,33.0,23.0,7.02037850017325,26.0,13.0,43.0,11.428571428571429,102.53
947,19341036,2014-02-22,34,1158720,146.0,0.0,1040,0,0,40.05941399086329,7.0,9.0,51.03173615739598,10.0,26.0,6.0,31.285714285714285,102.53
949,19341682,2014-02-22,35,1158720,65.0,0.0,1040,0,0,40.11214250251052,4.0,54.0,50.80354318352197,146.0,10.0,9.0,40.0,102.53
951,19342615,2014-02-22,36,1158720,65.0,0.0,1040,0,0,40.16464853098623,10.0,44.0,49.63006001550713,65.0,146.0,6.0,47.85714285714285,102.53
953,19360628,2014-02-22,51,1158720,6.0,0.0,1040,0,0,40.09272295513152,10.0,39.0,50.158795459069225,65.0,65.0,15.0,47.285714285714285,102.53
955,19383479,2014-02-23,24,1158720,5.0,0.0,1040,0,0,40.01899874724259,13.0,1.0,51.15150232863324,6.0,65.0,19.0,46.142857142857146,102.53
957,19385303,2014-02-23,26,1158720,8.0,0.0,1040,0,0,39.95187296370539,26.0,9.0,52.76001371890487,5.0,6.0,25.0,43.57142857142857,102.53
959,19386433,2014-02-23,27,1158720,9.0,0.0,1040,0,0,39.88712009139638,10.0,3.0,52.86730918963404,8.0,5.0,17.0,43.42857142857143,102.53
961,19387588,2014-02-23,28,1158720,44.0,0.0,1040,0,0,39.89570647951456,146.0,7.0,28.174625530954344,9.0,8.0,69.0,28.857142857142858,102.53
963,19388318,2014-02-23,30,1158720,15.0,0.0,1040,0,0,39.8438404243489,65.0,14.0,23.42160175076437,44.0,9.0,25.0,21.714285714285715,102.53
965,19389937,2014-02-23,32,1158720,19.0,0.0,1040,0,0,39.80050603677229,65.0,4.0,13.680016708426804,15.0,44.0,3.0,15.142857142857142,102.53
967,19391676,2014-02-23,34,1158720,160.0,0.0,1040,0,0,40.04988258026447,6.0,12.0,55.72979027243423,19.0,15.0,3.0,37.142857142857146,102.53
969,19392416,2014-02-23,35,1158720,53.0,0.0,1040,0,0,40.076694417572405,5.0,46.0,54.04319260246056,160.0,19.0,13.0,44.0,102.53
971,19393355,2014-02-23,36,1158720,69.0,0.0,1040,0,0,40.13645331340387,8.0,20.0,52.15590182556599,53.0,160.0,10.0,52.71428571428572,102.53
973,19410892,2014-02-23,51,1158720,11.0,0.0,1040,0,0,40.076378151932936,9.0,54.0,51.8812747209111,69.0,53.0,22.0,53.0,102.53
975,19433561,2014-02-24,24,1158720,7.0,0.0,1040,0,0,40.00831976067381,44.0,8.0,54.75616947192414,11.0,69.0,76.0,47.71428571428572,103.17
977,19435422,2014-02-24,26,1158720,1.0,0.0,1040,0,0,39.92822054145272,15.0,12.0,56.381776860123374,7.0,11.0,61.0,45.71428571428572,103.17
979,19436440,2014-02-24,27,1158720,7.0,0.0,1040,0,0,39.86074467968744,19.0,8.0,57.50072463311498,1.0,7.0,17.0,44.0,103.17
981,19437514,2014-02-24,28,1158720,29.0,0.0,1040,0,0,39.83853456786804,160.0,7.0,26.31675186210124,7.0,1.0,5.0,25.285714285714285,103.17
983,19438204,2014-02-24,30,1158720,53.0,0.0,1040,0,0,39.865394701403005,53.0,117.0,26.31675186210124,29.0,7.0,5.0,25.285714285714285,103.17
985,19439811,2014-02-24,32,1158720,18.0,0.0,1040,0,0,39.82086232930239,69.0,30.0,17.91647286716836,53.0,29.0,5.0,18.0,103.17
987,19441604,2014-02-24,34,1158720,91.0,0.0,1040,0,0,39.92488496684445,11.0,81.0,32.382387923360874,18.0,53.0,131.0,29.428571428571427,103.17
989,19442240,2014-02-24,35,1158720,42.0,0.0,1040,0,0,39.92909412512672,7.0,67.0,31.01535717918403,91.0,18.0,129.0,34.42857142857143,103.17
991,19443128,2014-02-24,36,1158720,42.0,0.0,1040,0,0,39.933286242282335,1.0,33.0,27.299049346782702,42.0,91.0,11.0,40.285714285714285,103.17
993,19460275,2014-02-24,51,1158720,3.0,0.0,1040,0,0,39.858673542802975,7.0,7.0,28.14080243889189,42.0,42.0,108.0,39.71428571428572,103.17
995,19482434,2014-02-25,24,1158720,5.0,0.0,1040,0,0,39.788393959047326,29.0,4.0,30.982329833386373,3.0,42.0,64.0,36.285714285714285,102.2
998,19485058,2014-02-25,27,1158720,4.0,0.0,1040,0,0,39.71638511808344,53.0,10.0,32.092129282812365,5.0,3.0,39.0,29.285714285714285,102.2
1000,19486081,2014-02-25,28,1158720,32.0,0.0,1040,0,0,39.700890368850345,18.0,10.0,31.705489985774967,4.0,5.0,3.0,31.285714285714285,102.2
1002,19486747,2014-02-25,30,1158720,24.0,0.0,1040,0,0,39.669425658692326,91.0,13.0,17.689114220467413,32.0,4.0,10.0,21.714285714285715,102.2
1003,19488364,2014-02-25,32,1158720,12.0,0.0,1040,0,0,39.61408680737495,42.0,26.0,15.4472990396065,24.0,32.0,10.0,17.428571428571427,102.2
1005,19490088,2014-02-25,34,1158720,114.0,0.0,1040,0,0,39.76256168400693,42.0,10.0,39.609402443166736,12.0,24.0,2.0,27.714285714285715,102.2
1007,19490720,2014-02-25,35,1158720,47.0,0.0,1040,0,0,39.77697889180772,3.0,146.0,38.509739027939176,114.0,12.0,69.0,34.0,102.2
1009,19491632,2014-02-25,36,1158720,33.0,0.0,1040,0,0,39.76350577273851,5.0,65.0,36.391390923312,47.0,114.0,22.0,38.0,102.2
1010,19508259,2014-02-25,51,1158720,4.0,0.0,1040,0,0,39.69254643588784,4.0,65.0,36.391390923312,33.0,47.0,23.0,38.0,102.2
1012,19530421,2014-02-26,24,1158720,6.0,0.0,1040,0,0,39.62582852215341,32.0,6.0,38.37844136888239,4.0,33.0,89.0,34.285714285714285,102.93
1014,19532293,2014-02-26,26,1158720,28.0,0.0,1040,0,0,39.60285257645746,24.0,5.0,38.22925830402903,6.0,4.0,35.0,34.857142857142854,102.93
1016,19533303,2014-02-26,27,1158720,7.0,0.0,1040,0,0,39.53854714731257,12.0,8.0,38.77038634245007,28.0,6.0,32.0,34.142857142857146,102.93
1017,19534271,2014-02-26,28,1158720,95.0,0.0,1040,0,0,39.64772323560526,114.0,9.0,32.38753434505879,7.0,28.0,8.0,31.428571428571427,102.93
1018,19534931,2014-02-26,30,1158720,18.0,0.0,1040,0,0,39.6051933274803,47.0,44.0,31.915065855664626,95.0,7.0,3.0,27.285714285714285,102.93
1019,19536459,2014-02-26,32,1158720,4.0,0.0,1040,0,0,39.53537922291661,33.0,15.0,32.916199514466605,18.0,95.0,16.0,23.142857142857142,102.93
1021,19538217,2014-02-26,34,1158720,45.0,0.0,1040,0,0,39.54607319704007,4.0,19.0,32.588341473600366,4.0,18.0,49.0,29.0,102.93
1023,19538835,2014-02-26,35,1158720,43.0,0.0,1040,0,0,39.55281914782709,6.0,160.0,31.20744721864869,45.0,4.0,122.0,34.285714285714285,102.93
1025,19539749,2014-02-26,36,1158720,56.0,0.0,1040,0,0,39.58487992921535,28.0,53.0,32.050555303115694,43.0,45.0,22.0,38.285714285714285,102.93
1027,19556709,2014-02-26,51,1158720,4.0,0.0,1040,0,0,39.51564864530637,7.0,69.0,32.55471584593399,56.0,43.0,74.0,37.85714285714285,102.93
1029,19578487,2014-02-27,24,1158720,8.0,0.0,1040,0,0,39.45445321104364,95.0,11.0,21.99891772229629,4.0,56.0,69.0,25.428571428571427,102.68
1031,19580357,2014-02-27,26,1158720,1.0,0.0,1040,0,0,39.3799290769137,18.0,7.0,23.818760113266052,8.0,4.0,63.0,23.0,102.68
1033,19581349,2014-02-27,27,1158720,9.0,0.0,1040,0,0,39.32116712512084,4.0,1.0,23.221500710291657,1.0,8.0,1.0,23.714285714285715,102.68
